folio_u;tit_propio;nombre_edi;es_enlinea;catalogada;id_catalogo;nombre_largo;issn_e;issn_l;issn_imp;subtemas
6807;"La Universidad";"Universidad de El Salvador";1;1;2224;"El Salvador";3005-5857;0041-8242;0041-8242;Multidisciplinarias
21591;"La vida y la historia";"Universidad Nacional Jorge Basadre G. Vicerrectorado de Investigación. Oficina General de Investigación";1;1;8691;Perú;2617-6041;2312-9115;2312-9115;"Historia, Multidisciplinarias"
6488;"La zaranda de ideas";"Asociación de Arqueólogos Profesionales de la República Argentina";1;1;2106;Argentina;1853-1296;1669-7456;;"Antropología, Arqueología"
9719;"Laboratorio de arte";"Dep. Historia del Arte, Univ. Sevilla. Editorial Universidad de Sevilla";1;1;3325;España;2253-8305;1130-5762;1130-5762;"Arte, Bellas artes"
9722;Laboreal;"Universidade do Porto, Faculdade de Psicologia e de Ciências da Educação";1;1;3327;Portugal;1646-5237;1646-5237;;Multidisciplinarias
27254;Labos;"Universidad Carlos III de Madrid";1;1;11358;España;2660-7360;2660-7360;;"Derecho y jurisprudencia, Derecho laboral, Derecho procesal, Derechos humanos"
26258;"Labour & Law Issues";"Dipartimento di Scienze Giuridiche. Alma Mater Studiorum - Università di Bologna";1;1;10817;Iberoamericanistas-Europa;2421-2695;2421-2695;;"Derecho laboral"
9741;"Lan harremanak";"Universidad del País Vasco, Servicio Editorial";1;1;3336;España;2444-5819;1575-7048;1575-7048;Sociología
5299;"Lan-Koadernoak - Hegoa";Hegoa;1;1;1690;España;2340-3187;1130-9962;1130-9962;Sociología
23840;"Language and law";"Faculdade de Letras da Universidade do Porto";1;1;10021;Portugal;2183-3745;2183-3745;;"Derecho y jurisprudencia"
9743;"Language Value";"Servei de Publicacions i Comunicacions";1;1;3338;España;1989-7103;1989-7103;;Filología
9745;Lankesteriana;"Universidad de Costa Rica";1;1;3339;"Costa Rica";2215-2067;1409-3871;1409-3871;Botánica
27861;"Las enfermeras de hoy";"Asociación Nacional de Enfermeras de Panamá";1;1;11544;Panamá;2805-1823;2805-1823;;"Epidemiología, Farmacia, Farmacología, Salud pública, Enfermería"
21535;"Latin American antiquity";"Cambridge University Press";1;1;8659;"Iberoamericanistas-América del Norte";2325-5080;1045-6635;1045-6635;"Historia, Estudios latinoamericanos"
21723;"Latin American economic review";"Springer-Verlag, GmbH";1;1;8790;Iberoamericanistas-Europa;2196-436X;2196-436X;;"Ciencia política y administración pública, Economía, Sociología, Estudios latinoamericanos"
9756;"Latin american journal of aquatic research";"Pontificia Universidad Católica de Valparaíso";1;1;3343;Chile;0718-560X;0718-560X;;Oceanografía
9761;"Latin american journal of sedimentology and basin analysis";"Asociación Argentina de Sedimentología";1;1;3348;Argentina;1851-4979;1669-7316;1669-7316;"Ciencias de la tierra"
24741;"Latin american journal of trade policy";"Universidad de Chile, Instituto de Estudios Internacionales";1;1;10298;Chile;0719-9368;0719-9368;;"Desarrollo económico, Economía internacional, Planeación económica"
24376;"Latin american legal studies";"Universidad Adolfo Ibañez. Facultad de Derecho";1;1;10205;Chile;0719-9112;0719-9104;0719-9104;"Derecho y jurisprudencia, Derecho comparado, Derecho internacional, Derecho marítimo, Derecho mercantil, Derecho público"
21544;"Latin American literary review";"Ubiquity Press";1;1;8664;"Iberoamericanistas-América del Norte";2330-135X;0047-4134;0047-4134;"Literatura, Estudios latinoamericanos"
21560;"Latin American Perspectives";"SAGE Publishing";1;1;8672;"Iberoamericanistas-América del Norte";1552-678X;0094-582X;0094-582X;"Antropología, Ciencia política y administración pública, Economía, Geografía, Historia, Relaciones internacionales, Estudios latinoamericanos, Estudios de género"
21562;"Latin American Research Review";"University of Pittsburgh";1;1;8674;"Iberoamericanistas-América del Norte";1542-4278;0023-8791;0023-8791;"Antropología, Economía, Historia, Literatura, Sociología, Estudios latinoamericanos"
22259;"Latin-American Journal of Computing (LAJC)";"Escuela Politécnica Nacional";1;1;9165;Ecuador;1390-9134;;;"Computación, Ingeniería de comunicaciones, electrónica y control, Inteligencia artificial-robótica"
9765;"Latinoamérica. Revista de estudios latinoamericanos";"Universidad Nacional Autónoma de México, Centro de Investigaciones sobre América Latina y el Caribe";1;1;3350;México;2448-6914;1665-8574;1665-8574;"Estudios latinoamericanos"
26912;"Latitud sur.";"Universidad de Buenos Aires, Facultad de Ciencias Económicas, Centro de Investigación en Estudios Latinoamericanos para el Desarrollo y la Integración";1;1;10954;Argentina;2683-9326;1850-3659;1850-3659;"Ciencia política y administración pública, Ciencias sociales y humanidades, Economía, Economía internacional, Estudios latinoamericanos"
25089;Latitude;"Quality Leadership University";1;1;10419;Panamá;2644-4038;2644-4038;;"Administración, Economía, Multidisciplinarias, Economía internacional, Finanzas"
9774;Lavboratorio.;"Instituto de Investigaciones Gino Germani";1;1;3354;Argentina;1852-4435;1515-6370;;"Ciencias sociales y humanidades, Sociología"
9786;"Lectora. Revista de Dones i Textualitat";"Universitat de Barcelona, Centre Dona i Literatura";1;1;3359;España;2013-9470;1136-5781;1136-5781;Literatura
19;"Lectura y signo";"Área de publicaciones de la Universidad de León";1;1;14;España;2444-0280;1885-8597;1885-8597;Literatura
9790;"Lecturas de economía";"Universidad de Antioquia";1;1;3361;Colombia;2323-0622;0120-2596;0120-2596;Economía
9793;"Lecturas educación física y deportes";"T. Guterman";1;1;3362;Argentina;1514-3465;1514-3465;;"Deportes, Educación"
20115;"Legado de arquitectura y diseño";"Universidad Autónoma del Estado de México, Facultad de Arquitectura y Diseño";1;1;7826;México;2448-749X;2007-3615;2007-3615;"Arquitectura, Diseño"
2842;"Legajos. Boletín del Archivo General de la Nación";"Archivo General de la Nación";1;1;961;México;2448-8798;0185-1926;0185-1926;"Bibliografías, Historia, Paleografía"
26698;"Legebiltzarreko Aldizkaria = Revista del Parlamento Vasco";"Parlamento Vasco";1;1;11277;España;2660-650X;2660-650X;;"Derecho y jurisprudencia"
21021;Lejana;"Universidad Eötvös Loránd, Facultad de Letras, Departamento de Español";1;1;8432;Iberoamericanistas-Europa;2061-6678;2061-6678;;Literatura
9817;"Lengua y Sociedad";"Universidad Nacional Mayor de San Marcos, Facultad de Letras y Ciencias Humanas, Instituto de Lingüística Aplicada";1;1;3369;Perú;2413-2659;1729-9721;1729-9721;Lingüística
9818;Lenguaje;"Universidad del Valle, Escuela de Ciencias del Lenguaje";1;1;3370;Colombia;2539-3804;0120-3479;0120-3479;Lingüística
23438;"Lenguaje y textos";"Universitat Politècnica de València";1;1;9813;España;2530-0075;1133-4770;1133-4770;"Ciencias sociales y humanidades"
9830;"Les Cahiers ALHIM";"Université Paris 8, Groupe de Recherche Amérique Latine Histoire et Mémoire";1;1;3377;Iberoamericanistas-Europa;1777-5175;1628-6731;1628-6731;"Historia, Estudios latinoamericanos"
26519;"Letr@s hispanas";"Texas State University";1;1;10875;"Iberoamericanistas-América del Norte";1548-5633;1548-5633;;Literatura
20853;Letras;"Universidad Nacional Mayor de San Marcos, Facultad de Letras y Ciencias Humanas";1;1;8328;Perú;2071-5072;0378-4878;;Humanidades
9836;Letras;"Universidad Pedagógica Experimental Libertador, Instituto Venezolano de Investigaciones Lingüísticas y Literarias Andrés Bello";1;1;3379;Venezuela;2791-1179;0459-1283;0459-1283;"Educación, Lingüística, Literatura, Estudios de género"
9849;"Letras históricas";"Universidad de Guadalajara, Centro Universitario de Ciencias Sociales y Humanidades";1;1;3386;México;2448-8372;2448-8372;2007-1140;Historia
25656;Letras.;"Facultad de Filosofía y Letras - UCA";1;1;10615;Argentina;2683-7897;0326-3363;;"Lingüística, Literatura"
21326;Letras.;"Universidad Nacional, Escuela de Literatura y Ciencias del Lenguaje";1;1;8526;"Costa Rica";2215-4094;1409-424X;1409-424X;"Lingüística, Literatura"
21454;Lex;"Universidad Alas Peruanas, Facultad de Derecho y Ciencia Política";1;1;8607;Perú;2313-1861;1991-1734;;"Ciencia política y administración pública, Derecho civil"
19489;"Lex Social";"Universidad Pablo de Olavide Centro Euro-Árabe de Estudios Jurídicos Avanzados";1;1;7379;España;2174-6419;;;"Derecho y jurisprudencia"
26817;"Lex. Revista de Investigación en Ciencias Jurídicas";"Centro de Investigación y Desarrollo Ecuador - CIDE";1;1;10935;Ecuador;2631-2735;;;"Derecho y jurisprudencia"
9872;LIBERABIT;"Universidad de San Martín de Porres. Escuela Profesional de Psicología";1;1;3398;Perú;2223-7666;1729-4827;1729-4827;Psicología
9894;"Liinc em revista";"Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict)";1;1;3404;Brasil;1808-3536;1808-3536;;"Bibliotecología, Ciencia política y administración pública, Ciencias de la comunicación, Ciencias de la información, Ciencias sociales y humanidades, Multidisciplinarias"
20502;Lilloa;"Fundación Miguel Lillo";1;1;8112;Argentina;2346-9641;0075-9481;;Botánica
23182;Liminales;"Universidad de Central de Chile";1;1;11150;Chile;0719-7748;0719-1758;0719-1758;"Ciencias sociales y humanidades, Psicología, Estudios de género, Derechos humanos"
9899;LiminaR;"Universidad de Ciencias y Artes de Chiapas, Centro de Estudios Superiores de México y Centroamérica";1;1;3407;México;2007-8900;1665-8027;1665-8027;"Ciencias sociales y humanidades"
9900;Límite;"Universidad de Tarapacá. Departamento de Filosofía y Psicología";1;1;3408;Chile;0718-5065;0718-1361;0718-1361;"Ciencias sociales y humanidades, Filosofía, Psicología"
23811;"Linguagens, Educação e Sociedade";"Universidade Federal do Piauí (UFPI)";1;1;10006;Brasil;2526-8449;1518-0743;1518-0743;Educación
9926;Lingüística;"Asociación de Lingüística y Filología de la América Latina";1;1;3421;"Organismos Internacionales";2079-312X;1132-0214;1132-0214;"Lingüística, Filología"
9935;"Lingüística en la Red";"Universidad de Alcalá, Servicio de Publicaciones";1;1;3426;España;1697-0780;1697-0780;;Lingüística
19491;"Linha D'Água";"Universidade de São Paulo (USP)";1;1;7381;Brasil;2236-4242;0103-3638;0103-3638;"Lingüística, Literatura"
9932;"Linhas Críticas";"Universidade de Brasília (UnB)";1;1;3424;Brasil;1981-0431;1516-4896;1516-4896;Educación
9936;"Liño. Revista Anual de Historia del Arte";"Ediuno. Servicio de Publicaciones de la Universidad de Oviedo";1;1;3427;España;2341-1139;0211-2574;0211-2574;"Bellas artes, Historia del arte"
9948;"Literatura mexicana";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Filológicas";1;1;3431;México;2448-8216;0188-2546;0188-2546;Literatura
9949;"Literatura y lingüística";"Escuela de Educación en Castellano";1;1;3432;Chile;0717-621X;0716-5811;0716-5811;"Lingüística, Literatura"
28425;"Littera Scripta. Revista de Filosofía";"Littera Scripta. Editorial";1;1;11463;Chile;2735-6140;2735-6140;;"Etica, Filosofía, Humanidades"
29583;Llalliq;"Universidad Nacional Santiago Antúnez de Mayolo";1;1;11728;Perú;2810-8140;2810-8140;;"Ciencias sociales y humanidades"
27831;"Llapanchikpaq: Justicia";"Poder Judicial del Perú";1;1;11185;Perú;2709-6491;2709-6491;;"Derecho y jurisprudencia"
9967;"Llengua & literatura";"Institut d’Estudis Catalans";1;1;3436;España;2013-9527;0213-6554;;Filología
19492;"Llengua, societat i comunicació";"Revistes Científiques de la Universitat de Barcelona";1;1;7382;España;1697-5928;1697-5928;;"Lingüística, Multidisciplinarias"
9968;"Lletres asturianes";"Academia de Llingua Asturiana";1;1;3437;España;2174-9612;0212-0534;0212-0534;Lingüística
22923;Llimpi;"Universidad Nacional de Huancavelica. Facultad de Ciencias de la Educación";1;1;9535;Perú;2961-2438;2961-2438;;"Arte, Cultura, Educación, Filosofía, Lingüística, Humanidades"
9332;"Locvs amoenvs";"Universitat Autònoma de Barcelona";1;1;3188;España;2014-8798;1135-9722;1135-9722;"Bellas artes, Historia del arte"
23272;Loggia;"Universitat Politècnica de València";1;1;9719;España;2444-1619;1136-758X;1136-758X;"Arquitectura, Historia del arte"
9984;Logos;"Facultad de Humanidades";1;1;3441;Chile;0719-3262;0716-7520;0716-7520;"Filosofía, Lingüística, Literatura"
19493;Logos;"Universidad Complutense de Madrid, Departamentos de Filosofía Teorética y Teoría del Conocimiento, Estética e Historia del Pensamiento";1;1;7383;España;1988-3242;1575-6866;1575-6866;Filosofía
26130;"Logos boletín científico de la Escuela Preparatoria No. 2";"Universidad Autónoma del Estado de Hidalgo";1;1;11967;México;2007-7637;2007-7637;;"Educación, Educación media o secundaria"
26175;"Logos revista de filosofía";"Editorial Parmenia";1;1;11167;México;2683-1937;1665-8620;1665-8620;"Filosofía, Humanidades"
22301;Loquens;"Editorial CSIC";1;1;9186;España;2386-2637;2386-2637;;"Lingüística, Multidisciplinarias"
9997;"Los Libros de la Corte.es";"Universidad Autónoma de Madrid";1;1;3447;España;1989-6425;;;Humanidades
10008;Lucentum;"Universidad de Alicante";1;1;3451;España;1989-9904;0213-2338;0213-2338;"Arqueología, Prehistoria"
29088;"Lucerna iuris et investigatio.";"Universidad Nacional Mayor de San Marcos, Facultad de Derecho y Ciencia Política";1;1;11900;Perú;3028-9726;2788-6689;;"Ciencia política y administración pública, Derecho y jurisprudencia, Derecho público, Criminología"
19495;Luciérnaga;"Politécnico Colombiano";1;1;7384;Colombia;2027-1557;2027-1557;;"Ciencias de la comunicación, Cultura"
20594;Lúdicamente;"Universidad de Buenos Aires; Facultad de Ciencias Sociales; Instituto de Investigaciones Gino Germani";1;1;8174;Argentina;2250-723X;2250-723X;;"Ciencias sociales y humanidades"
10020;Lumen;"Universidad Femenina del Sagrado Corazón";1;1;3458;Perú;2708-5031;2225-0840;2225-0840;"Derecho civil, Derecho público"
10042;"Lusitania sacra";"Universidade Católica Editora";1;1;3467;Portugal;2182-8822;2182‑8822;0076-1508;"Historia, Religión, Estudios locales"
21575;"Luso-Brazilian Review";"University of Wisconsin Press, Journals Department";1;1;8681;"Iberoamericanistas-América del Norte";1548-9957;0024-7413;0024-7413;"Historia, Estudios latinoamericanos"
25336;"Lux médica";"Universidad Autónoma de Aguascalientes, Centro de Ciencias de la Salud";1;1;10523;México;2007-8714;2007-1655;2007-1655;Multidisciplinarias
20066;Luz;"Universidad de Holguín";1;1;7796;Cuba;1814-151X;;;Educación
27210;Macrohistoria;"Institución Internacional";1;1;11493;Chile;2735-749X;2735-749X;;"Geografía, Historia"
10060;"Madera y bosques";"Instituto de Ecología A.C.";1;1;3476;México;2448-7597;1405-0471;1405-0471;Silvicultura
10062;"Maderas. Ciencia y tecnología";"Facultad de Ingeniería. Departamento de Ingeniería en Maderas";1;1;3477;Chile;0718-221X;0717-3644;0717-3644;"Silvicultura, Tecnología"
26141;"MADGU mundo, arquitectura, diseño gráfico y urbanismo";"Universidad de Sonora, Departamento de Arquitectura y Diseño";1;1;10782;México;2594-1208;2594-1208;;"Arquitectura, Diseño, Urbanismo, Planificación urbana"
20359;"Maestro y Sociedad";"Universidad de Oriente, Departamento de Ediciones";1;1;8013;Cuba;1815-4867;1815-4867;;"Educación, Pedagogía, Psicología, Sociología"
10068;Magallania;"Instituto de la Patagonia, Centro de Estudios del Hombre Austral";1;1;3479;Chile;0718-2244;0718-0209;0718-0209;Humanidades
22899;"Magallanica. Revista de historia moderna";"Editorial de la Universidad de Mar del Plata (EUDEM)";1;1;9519;Argentina;2422-779X;2422-779X;;Historia
26039;Magazin;"Editorial Universidad de Sevilla";1;1;11013;España;2660-8510;1136-677X;1136-677X;"Cultura, Lingüística, Literatura, Humanidades, Filología"
10074;"Magister. Revista de Formación del Profesorado e Innovación Educativa";"Ediuno. Servicio de Publicaciones de la Universidad de Oviedo";1;1;3482;España;2340-4728;0212-6796;0212-6796;Educación
28089;"Magna Scientia UCEVA (En línea)";"Unidad Central del Valle del Cauca";1;1;11438;Colombia;2805-6701;2805-6884;;"Agronomía, Medicina, Salud pública, Edafología, Zootecnia, Enfermería"
22329;"Magnificat Cultura i Literatura Medievals";"Universitat de València";1;1;9205;España;2386-8295;2386-8295;;"Literatura, Humanidades"
24322;"Magotzi boletín científico de artes del IA";"Universidad Autónoma del Estado de Hidalgo, Instituto de Artes";1;1;11074;México;2007-4921;2007-4921;;"Arte, Cultura, Historia del arte, Música, Danza"
27583;"Malvinas en Cuestión.";"Universidad Nacional de La Plata / Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur";1;1;11785;Argentina;2953-3430;2953-3430;;"Ciencias sociales y humanidades, Derecho internacional, Historia, Desarrollo económico, Defensa y seguridad, Derechos humanos"
26456;Mamakuna;"Universidad Nacional de Educación";1;1;10868;Ecuador;2773-7551;;;"Educación, Pedagogía"
27117;"Mammalia aequatorialis";"Asociación Ecuatoriana de Mastozoología";1;1;10992;Ecuador;2697-3286;2697-3286;;"Biología, Zoología"
27722;"Mammalogy notes";"Sociedad Colombiana de Mastozoología";1;1;11381;Colombia;2382-3704;2382-3704;;Zoología
22455;"Management research";"Emerald Group Publishing Limited";1;1;9285;"Iberoamericanistas-América del Norte";1558-0946;1536-5433;1536-5433;Administración
10095;Manglar;"Universidad Nacional de Tumbes";1;1;3496;Perú;2414-1046;1816-7667;1816-7667;"Agronomía, Biología, Ecología, Pesca, Energía, Medio ambiente"
24699;Mapa;"REDICME Red de Investigación Científica Multidisciplinaria en Educación";1;1;10282;Ecuador;2602-8441;;;"Ciencias sociales y humanidades"
24929;Márgenes;"Universidad de Málaga";1;1;11107;España;2695-2769;2695-2769;;"Educación, Pedagogía, Educación media o secundaria, Educación preescolar, Educación primaria, Educación superior"
25133;Márgenes;"Centro de Recursos para el Aprendizaje y la Investigación";1;1;11378;Cuba;2664-2190;2664-2190;;Multidisciplinarias
26034;"Marine and fishery sciences.";INIDEP;1;1;10759;Argentina;2683-7951;2683-7595;;"Biología, Ecología, Oceanografía, Pesca, Zootecnia, Ciencias naturales"
